obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"536.67067"	"0.00005"	"536.670675"	"0.000009"	"79"	""		"18930.29333"	"37558.5142"	"6d2.7s.7p"	"3G*"	"3"	""	""	"4"		""	"L5951"	
"536.7234"	"0.0003"	"536.722561"	"0.000012"	"250"	""		"22098.18793"	"40724.6080"	"5f.6d.7s.7p"	"5I"	"4"	""	"*"	"5"		""	"L3552"	
"536.7849"	"0.0003"	"536.784728"	"0.000020"	"15"	""		"21645.85769"	"40270.1206"	"6d3.(2G).7s"	""	"4"	""	"*"	"4"		""	"L3552"	
"536.84699"	"0.00007"	"536.846922"	"0.000023"	"46"	""		"24202.56462"	"42824.6699"	""	"*"	"4"	""	""	"4 or 5"		""	"L5951"	
"536.8651"	"0.0003"	"536.865286"	"0.000009"	"22"	""		"16783.84708"	"35405.3154"	"5f.6d2.7s"	"5I*"	"4"	""	""	"3"		""	"L12239"	
"536.928168"	"0.000012"	"536.928172"	"0.000004"	"900"	""		"5563.141519"	"24182.42887"	"6d3.(4F).7s"	"5F"	"1"	""	"*"	"2"		""	"L18702"	
"536.944698"	"0.000014"	"536.944700"	"0.000003"	"720"	""		"6362.395980"	"24981.11021"	"6d3.(4F).7s"	"5F"	"2"	""	"*"	"3"		""	"L18702"	
"536.98904"	"0.00007"	"536.989022"	"0.000012"	"46"	""		"21077.152101"	"39694.3296"	"6d2.7s.7p"	"5F*"	"5"	"5f.6d2.7p "	"5I"	"5"		""	"L5951"	
"537.0522"	"0.0003"	"537.051909"	"0.000018"	"25"	""		"20054.77119"	"38669.7687"	"6d3.(2F).7s"	"3F"	"2"	""	"*"	"2"		""	"L3552"	
"537.070951"	"0.000017"	"537.070934"	"0.000003"	"570"	""		"0.000000"	"18614.33811"	"6d2.7s2"	"3F"	"2"	"6d2.7s.7p"	"5D*"	"1"		""	"L18702"	
"537.11237"	"0.00014"	"537.112427"	"0.000012"	"61"	""		"13962.51989"	"32575.4200"	"6d3.(2D2).7s"	""	"1"	"6d3.7p"	"5G*"	"2"		""	"L18702"	
"537.1233"	"0.0003"	"537.12297"	"0.00003"	"18"	""		"21738.05013"	"40350.5849"	"5f.6d2.7s"	"5G*"	"2"	""	""	"3"		""	"L12239"	
"537.1678"	"0.0003"	"537.167805"	"0.000004"	"14"	""		"7502.287636"	"26113.26894"	"6d3.(4F).7s"	"5F"	"3"	""	"*"	"2"		""	"L3552"	
"537.19948"	"0.00017"	"537.199663"	"0.000023"	"97"	""		"18549.40528"	"37159.2829"	"6d3.(4P).7s"	""	"2"	""	"*"	"1"		""	"L12239"	
"537.2117"	"0.0003"	"537.211782"	"0.000015"	"14"	""		"18431.686609"	"37041.1444"	"5f.7s2.7p"	"3G"	"3"	""	"*"	"4"		""	"L3552"	
"537.2230"	"0.0003"	"537.221871"	"0.000015"	"4"	""		"21645.85769"	"40254.9660"	"6d3.(2G).7s"	""	"4"	""	"*"	"3"		""	"L3552"	
"537.24555"	"0.00007"	"537.245456"	"0.000020"	"49*"	""		"20566.62381"	"39174.9152"	"6d2.7s.7p"	"5D*"	"4"	""	""	"3"		""	"L5951"	
"537.270280"	"0.000012"	"537.270265"	"0.000004"	"820"	""		"11241.73043"	"29849.16255"	"5f.6d.7s2"	"3F*"	"3"	""	""	"4"		""	"L18702"	
"537.33936"	"0.00006"	"537.339367"	"0.000018"	"66"	""		"17073.80916"	"35678.8484"	"6d3.(4P).7s"	""	"1"	""	"*"	"1"		""	"L5951"	
"537.46351"	"0.00006"	"537.46359"	"0.00003"	"60"	""		"25336.49797"	"43937.2371"	""	"*"	"6"	""	""	"6"		""	"L5951"	
"537.482177"	"0.000007"	"537.482178"	"0.000003"	"1800"	""		"3865.473772"	"22465.56965"	"6d2.7s2"	"3P"	"1"	""	"*"	"0"		""	"L18702"	
"537.49985"	"0.00004"	"537.499945"	"0.000005"	"150"	""		"13175.113345"	"31774.59439"	"5f.6d.7s2"	"3G*"	"4"	""	""	"3"		""	"L5951"	
"537.54972"	"0.00006"	"537.549670"	"0.000015"	"54"	""		"19588.36224"	"38186.1228"	"6d2.7s.7p"	"5G*"	"5"	""	""	"4"		""	"L5951"	
"537.6366"	"0.0003"	"537.635971"	"0.000012"	"9"	""		"18809.88631"	"37404.6616"	"6d2.7s.7p"	"5G*"	"4"	""	""	"3"		""	"L3552"	
"537.6600"	"0.0003"	"537.659846"	"0.000018"	"19"	""		"19503.143490"	"38097.0931"	"6d2.7s.7p"	"5F*"	"3"	""	""	"2"		""	"L3552"	
"537.678090"	"0.000012"	"537.678090"	"0.000004"	"820"	""		"11241.73043"	"29835.04913"	"5f.6d.7s2"	"3F*"	"3"	""	""	"3"		""	"L18702"	
"537.79697"	"0.00007"	"537.796937"	"0.000006"	"50"	""		"14206.91694"	"32796.12677"	"5f.6d.7s2"	"3F*"	"4"	""	""	"3"		""	"L5951"	
"537.81696"	"0.00004"	"537.816971"	"0.000009"	"140"	""		"17501.17592"	"36089.6933"	"5f.6d2.7s"	"5I*"	"5"	""	""	"4"		""	"L5951"	
"537.883571"	"0.000007"	"537.883563"	"0.000004"	"1800"	""		"14481.86965"	"33068.08573"	"5f.6d.7s2"	"3H*"	"6"	""	""	"6"		""	"L18702"	
"537.911036"	"0.000004"	"537.911041"	"0.000003"	"3300"	""		"7795.275291"	"26380.54194"	"5f.6d.7s2"	"3H*"	"4"	"5f.6d.7s.7p"	"5H"	"5"		""	"L18702"	
"537.91835"	"0.00017"	"537.917504"	"0.000020"	"73"	""		"21252.60286"	"39837.6462"	""	"*"	"2"	""	""	"3"		""	"L12239"	
"537.92822"	"0.00009"	"537.928232"	"0.000023"	"41"	""		"18574.61019"	"37159.2829"	"6d3.(2P).7s"	""	"1"	""	"*"	"1"		""	"L5951"	
"537.93346"	"0.00023"	"537.933126"	"0.000020"	"28"	""		"18069.065569"	"36653.5692"	"6d.7s2.7p"	"1F*"	"3"	""	""	"2"		""	"L12239"	
"537.98849"	"0.00009"	"537.988527"	"0.000009"	"27"	""		"13088.56115"	"31671.1510"	"6d3.(2G).7s"	"3G"	"3"	""	"*"	"4"		""	"L5951"	
"538.13709"	"0.00004"	"538.137100"	"0.000005"	"140"	""		"10526.544406"	"29104.00388"	"5f.6d.7s2"	"3G*"	"3"	"6d4"	"3G"	"4"		""	"L5951"	
"538.21752"	"0.00005"	"538.217519"	"0.000006"	"89"	""		"14206.91694"	"32781.60068"	"5f.6d.7s2"	"3F*"	"4"	""	""	"4"		""	"L5951"	
"538.22314"	"0.00007"	"538.223153"	"0.000015"	"46"	""		"18574.61019"	"37149.0995"	"6d3.(2P).7s"	""	"1"	""	"*"	"2"		""	"L5951"	
"538.25339"	"0.00023"	"538.254018"	"0.000007"	"33"	""		"14032.085336"	"32605.50954"	"6d.7s2.7p"	"3D*"	"2"	""	""	"1"		""	"L12239"	
"538.2636"	"0.0003"	"538.262243"	"0.000020"	"19"	""		"23113.54761"	"41686.6880"	"5f.6d2.7s"	"5G*"	"4"	""	""	"3"		""	"L12239"	
"538.30546"	"0.00007"	"538.305411"	"0.000012"	"52"	""		"16217.482038"	"34789.1330"	"6d.7s2.7p"	"1D*"	"2"	""	""	"2"		""	"L5951"	
"538.43012"	"0.00003"	"538.430133"	"0.000015"	"270"	""		"17166.10472"	"35733.4538"	"6d3.(2H).7s"	"3H"	"5"	""	"*"	"4"		""	"L5951"	
"538.5013"	"0.0003"	"538.501301"	"0.000023"	"16"	""		"24259.77463"	"42824.6699"	""	"*"	"4"	""	""	"4 or 5"		""	"L12239"	
"538.50746"	"0.00009"	"538.507449"	"0.000012"	"37"	""		"18011.38030"	"36576.0636"	"5f.6d2.7s"	"5H*"	"5"	""	""	"4"		""	"L5951"	
"538.5364"	"0.0004"	"538.535647"	"0.000012"	"5"	""		"16554.24283"	"35117.9541"	"6d3.(2H).7s"	"3H"	"6"	""	"*"	"5 or 6"		""	"L12239"	
"538.61115"	"0.00009"	"538.611149"	"0.000015"	"33"	""		"15736.968041"	"34298.0771"	"6d2.7s.7p"	"5F*"	"1"	""	""	"1"		""	"L5951"	
"538.6149"	"0.0003"	"538.615407"	"0.000003"	"10"	""		"3687.987189"	"22248.94952"	"6d2.7s2"	""	"2"	""	"*"	"2"		""	"L3552"	
"538.661051"	"0.000004"	"538.661031"	"0.000003"	"4700bl"	""		"4961.658832"	"23521.04909"	"6d2.7s2"	"3F"	"4"	""	"*"	"3"		""	"L18702"	
"538.71521"	"0.00005"	"538.715206"	"0.000018"	"120"	""		"16217.482038"	"34775.0059"	"6d.7s2.7p"	"1D*"	"2"	""	""	"1"		""	"L5951"	
"538.73224"	"0.00009"	"538.732262"	"0.000018"	"29"	""		"25180.04445"	"43736.9808"	"5f.6d2.7s"	"*"	"7"	""	""	"6 or 7"		""	"L5951"	
"538.805076"	"0.000020"	"538.805081"	"0.000005"	"750"	""		"15166.900593"	"33721.32901"	"6d2.7s.7p"	"5G*"	"3"	""	""	"2"		""	"L5951"	
"539.042556"	"0.000005"	"539.042553"	"0.000003"	"2400"	""		"7502.287636"	"26048.54211"	"6d3.(4F).7s"	"5F"	"3"	""	"*"	"4"		""	"L18702"	
"539.0575"	"0.0003"	"539.058593"	"0.000018"	"11"	""		"20214.92997"	"38760.6326"	"6d2.7s.7p"	"5D*"	"3"	""	""	"4"		""	"L3552"	
"539.07582"	"0.00015"	"539.075127"	"0.000021"	"130"	""		"21539.59257"	"40084.7264"	""	"*"	"4"	""	""	"3"		""	"L12239"	
"539.2768"	"0.0003"	"539.276427"	"0.000023"	"15"	""		"22163.13360"	"40701.3450"	""	"*"	"4"	""	""	"4"		""	"L12239"	
"539.2894"	"0.0003"	"539.28926"	"0.00003"	"20"	""		"23113.54761"	"41651.3179"	"5f.6d2.7s"	"5G*"	"4"	""	""	"3"		""	"L12239"	
"539.31767"	"0.00005"	"539.317663"	"0.000005"	"100"	""		"12114.36618"	"30651.16019"	"5f.6d.7s2"	"1D*"	"2"	"6d4"	""	"3"		""	"L5951"	
"539.3259"	"0.0003"	"539.326661"	"0.000023"	"17"	""		"24701.04375"	"43237.5285"	""	"*"	"5"	""	""	"6"		""	"L12239"	
"539.38737"	"0.00004"	"539.387280"	"0.000005"	"180"	""		"8111.004545"	"26645.40609"	"6d2.7s2"	"1G"	"4"	""	"*"	"5"		""	"L5951"	
"539.397182"	"0.000012"	"539.397172"	"0.000004"	"850"	""		"7502.287636"	"26036.34930"	"6d3.(4F).7s"	"5F"	"3"	""	"*"	"3"		""	"L18702"	
"539.476065"	"0.000004"	"539.476066"	"0.000003"	"4100"	""		"3865.473772"	"22396.82500"	"6d2.7s2"	"3P"	"1"	""	"*"	"1"		""	"L18702"	
"539.52472"	"0.00009"	"539.524874"	"0.000018"	"27"	""		"20566.62381"	"39096.2986"	"6d2.7s.7p"	"5D*"	"4"	""	""	"4"		""	"L5951"	
"539.61127"	"0.00004"	"539.611393"	"0.000009"	"140"	""		"16346.64962"	"34873.3535"	"5f.6d2.7s"	"5H*"	"4"	""	""	"4"		""	"L5951"	
"539.6422"	"0.0003"	"539.642243"	"0.000023"	"24"	""		"25180.04445"	"43705.6892"	"5f.6d2.7s"	"*"	"7"	""	""	"6 or 7"		""	"L12239"	
"539.71306"	"0.00015"	"539.712730"	"0.000015"	"130"	""		"19832.1144"	"38355.3397"	""	""	"1"	""	"*"	"2"		""	"L12239"	
"539.7445"	"0.0003"	"539.744244"	"0.000009"	"28"	""		"15166.900593"	"33689.0444"	"6d2.7s.7p"	"5G*"	"3"	""	""	"2"		""	"L3552"	
"539.7499"	"0.0003"	"539.750618"	"0.000021"	"11"	""		"15970.09583"	"34492.0209"	"6d3.(2D2).7s"	""	"3"	""	"*"	"4"		""	"L3552"	
"539.7731"	"0.0003"	"539.771997"	"0.000015"	"5"	""		"21575.03713"	"40096.2286"	"6d3.(2P).7s"	""	"2"	""	"*"	"2"		""	"L3552"	
"539.78845"	"0.00006"	"539.788503"	"0.000015"	"64"	""		"19532.41646"	"38053.0416"	"6d3.(2F).7s"	"3F"	"4"	""	"*"	"3"		""	"L5951"	
"539.82047"	"0.00003"	"539.820460"	"0.000005"	"330"	""		"14032.085336"	"32551.61408"	"6d.7s2.7p"	"3D*"	"2"	""	""	"3"		""	"L5951"	
"539.85096"	"0.00007"	"539.850954"	"0.000012"	"46"	""		"19588.36224"	"38106.8449"	"6d2.7s.7p"	"5G*"	"5"	""	""	"5"		""	"L5951"	
"539.870147"	"0.000009"	"539.870139"	"0.000005"	"1300"	""		"6362.395980"	"24880.22058"	"6d3.(4F).7s"	"5F"	"2"	""	"*"	"1"		""	"L18702"	
"539.89005"	"0.00005"	"539.890074"	"0.000005"	"210"	""		"8800.249723"	"27317.39056"	"6d3.(4F).7s"	"5F"	"4"	""	"*"	"3"		""	"L18702"	
"539.892207"	"0.000012"	"539.892212"	"0.000009"	"940"	""		"16783.84708"	"35300.9146"	"5f.6d2.7s"	"5I*"	"4"	"5f.6d2.7p"	"5K"	"5"		""	"L18702"	
"539.917439"	"0.000007"	"539.917440"	"0.000005"	"1800"	""		"9804.806547"	"28321.00884"	"6d3.(4F).7s"	"5F"	"5"	""	"*"	"5"		""	"L18702"	
"539.9427"	"0.0003"	"539.94199"	"0.00003"	"45"	""		"21165.098037"	"39680.4585"	"5f.6d.7s2"	"3D*"	"3"	""	""	"2"		""	"L3552"	
"539.96218"	"0.00003"	"539.962178"	"0.000004"	"350"	""		"11241.73043"	"29756.39860"	"5f.6d.7s2"	"3F*"	"3"	""	""	"4"		""	"L5951"	
"540.01456"	"0.00003"	"540.014562"	"0.000005"	"430"	""		"13945.307389"	"32458.17957"	"6d.7s2.7p"	"3F*"	"3"	""	""	"4"		""	"L5951"	
"540.07761"	"0.00009"	"540.077598"	"0.000012"	"36"	""		"13088.56115"	"31599.2726"	"6d3.(2G).7s"	"3G"	"3"	""	"*"	"2"		""	"L5951"	
"540.15354"	"0.00006"	"540.153544"	"0.000009"	"57"	""		"15493.21943"	"34001.3283"	"6d3.(2H).7s"	"3H"	"4"	""	"*"	"4"		""	"L5951"	
"540.15853"	"0.00009"	"540.158580"	"0.000012"	"32"	""		"15863.88829"	"34371.8246"	"6d3.(2D2).7s"	""	"2"	""	"*"	"2"		""	"L5951"	
"540.1887"	"0.0004"	"540.189076"	"0.000015"	"4"	""		"22141.60454"	"40648.4960"	""	"*"	"3"	""	""	"4"		""	"L12239"	
"540.22768"	"0.00007"	"540.227682"	"0.000018"	"44"	""		"22399.39666"	"40904.9656"	"5f.6d2.7s"	"3I*"	"5"	""	""	"5"		""	"L5951"	
"540.319931"	"0.000020"	"540.319952"	"0.000006"	"760"	""		"16346.64962"	"34849.05842"	"5f.6d2.7s"	"5H*"	"4"	""	""	"5"		""	"L5951"	
"540.4704"	"0.0003"	"540.470489"	"0.000021"	"23"	""		"18809.88631"	"37307.1417"	"6d2.7s.7p"	"5G*"	"4"	"6d4"	""	"3"		""	"L12239"	
"540.5660"	"0.0003"	"540.566011"	"0.000018"	"22"	""		"19503.143490"	"37997.1303"	"6d2.7s.7p"	"5F*"	"3"	""	""	"2"		""	"L12239"	
"540.57869"	"0.00007"	"540.578768"	"0.000015"	"48"	""		"18809.88631"	"37303.4367"	"6d2.7s.7p"	"5G*"	"4"	""	""	"4"		""	"L5951"	
"540.67553"	"0.00004"	"540.675520"	"0.000009"	"220"	""		"16217.482038"	"34707.7231"	"6d.7s2.7p"	"1D*"	"2"	""	""	"3"		""	"L5951"	
"540.75615"	"0.00015"	"540.756093"	"0.000021"	"99"	""		"17398.39526"	"35885.8813"	"6d3.(4F).7s"	""	"3"	""	"*"	"2"		""	"L18702"	
"540.765355"	"0.000004"	"540.765355"	"0.000003"	"4900"	""		"11197.031257"	"29684.20065"	"5f.6d.7s2"	"3H*"	"5"	"5f.6d.7s.7p"	"5H"	"5"		""	"L18702"	
"540.87486"	"0.00005"	"540.874849"	"0.000007"	"88"	""		"13297.43316"	"31780.86008"	"6d3.(2G).7s"	"3G"	"4"	""	"*"	"3"		""	"L5951"	
"540.88642"	"0.00006"	"540.88643"	"0.00005"	"53"	""		"22515.88404"	"40998.9153"	"6d4"	"5D"	"2"	""	"*"	"1"		""	"L5951"	
"540.9304"	"0.0003"	"540.930456"	"0.000005"	"23"	""		"14481.86965"	"32963.39652"	"5f.6d.7s2"	"3H*"	"6"	""	""	"5"		""	"L3552"	
"540.9603"	"0.0003"	"540.960200"	"0.000024"	"11"	""		"18614.33811"	"37094.8488"	"6d2.7s.7p"	"5D*"	"1"	""	""	"2"		""	"L3552"	
"540.9935"	"0.0004"	"540.99328"	"0.00003"	"6"	""		"23916.89747"	"42396.2783"	""	"*"	"4"	""	""	"5"		""	"L12239"	
"541.03148"	"0.00009"	"541.031434"	"0.000009"	"36"	""		"11802.93238"	"30281.0099"	"6d3.(4P).7s"	"5P"	"2"	""	"*"	"1"		""	"L5951"	
"541.076878"	"0.000004"	"541.076875"	"0.000003"	"3700"	""		"6362.395980"	"24838.92167"	"6d3.(4F).7s"	"5F"	"2"	""	"*"	"1"		""	"L18702"	
"541.13111"	"0.00023"	"541.131222"	"0.000018"	"26"	""		"15493.21943"	"33967.8895"	"6d3.(2H).7s"	"3H"	"4"	""	"*"	"3"		""	"L12239"	
"541.1406"	"0.0003"	"541.140062"	"0.000012"	"17"	""		"18930.29333"	"37404.6616"	"6d2.7s.7p"	"3G*"	"3"	""	""	"3"		""	"L3552"	
"541.26708"	"0.00009"	"541.26718"	"0.00003"	"38"	""		"22669.88918"	"41139.9188"	""	"*"	"3"	""	""	"2"		""	"L5951"	
"541.2947"	"0.0004"	"541.295898"	"0.000009"	"4"	""		"15618.98461"	"34088.0343"	"5f.6d2.7s"	"5H*"	"3"	""	""	"2"		""	"L12239"	
"541.32502"	"0.00009"	"541.325009"	"0.000012"	"28"	""		"23277.38774"	"41745.4442"	"5f.6d.7s.7p"	"5I"	"5"	""	"*"	"4"		""	"L5951"	
"541.38064"	"0.00006"	"541.380922"	"0.000007"	"80bl"	""		"14243.993748"	"32710.14290"	"5f.6d.7s2"	"3P*"	"1"	""	""	"2"		""	"L5951"	
"541.39184"	"0.00006"	"541.391833"	"0.000003"	"77"	""		"8800.249723"	"27266.02670"	"6d3.(4F).7s"	"5F"	"4"	""	"*"	"4"		""	"L5951"	
"541.45246"	"0.00005"	"541.452286"	"0.000012"	"93*"	""		"19273.28060"	"37736.9959"	"6d3.(2P).7s"	""	"2"	""	"*"	"2"		""	"L5951"	
"541.4920"	"0.0003"	"541.491971"	"0.000015"	"28"	""		"18053.617845"	"36515.9800"	"6d.7s2.7p"	"3F*"	"4"	""	""	"3"		""	"L3552"	
"541.5124"	"0.0003"	"541.512339"	"0.000024"	"13"	""		"22399.39666"	"40861.0644"	"5f.6d2.7s"	"3I*"	"5"	""	""	"4"		""	"L12239"	
"541.552259"	"0.000007"	"541.552261"	"0.000003"	"1600"	""		"7795.275291"	"26255.58209"	"5f.6d.7s2"	"3H*"	"4"	""	""	"4"		""	"L18702"	
"541.55622"	"0.00015"	"541.555532"	"0.000012"	"120"	""		"15863.88829"	"34324.0836"	"6d3.(2D2).7s"	""	"2"	""	"*"	"2"		""	"L12239"	
"541.5711"	"0.0003"	"541.571251"	"0.000024"	"46"	""		"18699.62342"	"37159.2829"	"5f.7s2.7p"	"3F"	"2"	""	"*"	"1"		""	"L3552"	
"541.57719"	"0.00021"	"541.576539"	"0.000015"	"41"	""		"17073.80916"	"35533.2884"	"6d3.(4P).7s"	""	"1"	""	"*"	"2"		""	"L12239"	
"541.71888"	"0.00009"	"541.719076"	"0.000021"	"27"	""		"24701.04375"	"43155.6660"	""	"*"	"5"	""	""	"5"		""	"L5951"	
"541.72930"	"0.00007"	"541.729510"	"0.000018"	"48"	""		"21645.85769"	"40100.1245"	"6d3.(2G).7s"	""	"4"	""	"*"	"3"		""	"L5951"	
"541.748576"	"0.000003"	"541.748576"	"0.000003"	"12000"	""		"3687.987189"	"22141.60454"	"6d2.7s2"	""	"2"	""	"*"	"3"		""	"L18702"	
"541.78079"	"0.00005"	"541.780832"	"0.000006"	"98"	""		"11802.93238"	"30255.45106"	"6d3.(4P).7s"	"5P"	"2"	""	"*"	"3"		""	"L5951"	
"541.80792"	"0.00009"	"541.80794"	"0.00003"	"30"	""		"22508.04658"	"40959.6419"	"6d2.7s.7p"	"5P*"	"2"	""	""	"2"		""	"L5951"	
"541.82225"	"0.00007"	"541.822261"	"0.000007"	"51"	""		"13945.307389"	"32396.41519"	"6d.7s2.7p"	"3F*"	"3"	"6d4"	"3P1"	"2"		""	"L5951"	
"541.8702"	"0.0003"	"541.870181"	"0.000015"	"17"	""		"18699.62342"	"37149.0995"	"5f.7s2.7p"	"3F"	"2"	""	"*"	"2"		""	"L3552"	
"541.91285"	"0.00003"	"541.912860"	"0.000009"	"340"	""		"21077.152101"	"39525.1752"	"6d2.7s.7p"	"5F*"	"5"	""	""	"5"		""	"L5951"	
"541.9463"	"0.0003"	"541.945429"	"0.000015"	"5"	""		"18069.065569"	"36515.9800"	"6d.7s2.7p"	"1F*"	"3"	""	""	"3"		""	"L3552"	
"542.02266"	"0.00009"	"542.022607"	"0.000021"	"26*"	""		"20214.92997"	"38659.2178"	"6d2.7s.7p"	"5D*"	"3"	""	""	"2"		""	"L5951"	
"542.02266"	"0.00009"	"542.02265"	"0.00003"	"26*"	""		"23113.54761"	"41557.8339"	"5f.6d2.7s"	"5G*"	"4"	""	""	"3"		""	"L5951"	
"542.0451"	"0.0003"	"542.044118"	"0.000012"	"23"	""		"20566.62381"	"39010.1797"	"6d2.7s.7p"	"5D*"	"4"	""	""	"3"		""	"L3552"	
"542.16628"	"0.00003"	"542.166300"	"0.000006"	"240"	""		"15166.900593"	"33606.30012"	"6d2.7s.7p"	"5G*"	"3"	""	""	"2"		""	"L5951"	
"542.1966"	"0.0003"	"542.196664"	"0.000018"	"29"	""		"20322.26571"	"38760.6326"	"5f.6d.7s2"	"1H*"	"5"	""	""	"4"		""	"L3552"	
"542.2250"	"0.0003"	"542.224891"	"0.000009"	"11"	""		"13847.77037"	"32285.1774"	"6d3.(4F).7s"	"3F"	"2"	""	"*"	"3"		""	"L3552"	
"542.2847"	"0.0003"	"542.284722"	"0.000009"	"46"	""		"13088.56115"	"31523.9340"	"6d3.(2G).7s"	"3G"	"3"	""	"*"	"3"		""	"L3552"	
"542.29151"	"0.00009"	"542.291425"	"0.000006"	"42"	""		"12847.96912"	"31283.11407"	"6d3.(4P).7s"	"5P"	"3"	""	"*"	"3"		""	"L5951"	
"542.3323"	"0.0003"	"542.332380"	"0.000015"	"18"	""		"19948.395175"	"38382.1480"	"6d2.7s.7p"	"5F*"	"4"	""	""	"3"		""	"L12239"	
"542.34470"	"0.00005"	"542.344644"	"0.000018"	"99"	""		"24202.56462"	"42635.9006"	""	"*"	"4"	""	""	"5"		""	"L5951"	
"542.35035"	"0.00005"	"542.350362"	"0.000007"	"110"	""		"16783.84708"	"35216.98873"	"5f.6d2.7s"	"5I*"	"4"	""	""	"5"		""	"L5951"	
"542.400780"	"0.000005"	"542.400783"	"0.000003"	"2500"	""		"10414.13700"	"28845.56513"	"5f.6d.7s2"	"1G*"	"4"	"5f.6d.7s.7p"	"5H"	"4"		""	"L18702"	
"542.41397"	"0.00005"	"542.41376"	"0.00003"	"100*"	""		"26232.29174"	"44663.2790"	"5f.6d2.7s"	"3H*"	"6"	""	""	"6 or 7"		""	"L5951"	
"542.43702"	"0.00009"	"542.436974"	"0.000005"	"27"	""		"12114.36618"	"30544.56459"	"5f.6d.7s2"	"1D*"	"2"	""	""	"2"		""	"L5951"	
"542.47296"	"0.00005"	"542.472987"	"0.000024"	"110"	""		"26723.66908"	"45152.6440"	"5f.6d2.7s"	"5G*"	"6"	""	""	"6 or 7"		""	"L5951"	
"542.61705"	"0.00005"	"542.617062"	"0.000015"	"90"	""		"14226.82045"	"32650.9022"	"6d3.(2P).7s"	""	"0"	""	"*"	"1"		""	"L5951"	
"542.64075"	"0.00003"	"542.640742"	"0.000003"	"370"	""		"7280.123222"	"25703.40095"	"6d2.7s2"	""	"2"	""	"*"	"2"		""	"L5951"	
"542.6574"	"0.0003"	"542.657235"	"0.000018"	"57"	""		"17959.89498"	"36382.6128"	"6d3.(4F).7s"	"3F"	"4"	""	"*"	"4"		""	"L3552"	
"542.66221"	"0.00009"	"542.662230"	"0.000015"	"33"	""		"19532.41646"	"37954.9647"	"6d3.(2F).7s"	"3F"	"4"	""	"*"	"3"		""	"L5951"	
"542.7352"	"0.0003"	"542.735400"	"0.000015"	"11"	""		"17411.224415"	"35831.2890"	"6d.7s2.7p"	"3D*"	"3"	""	""	"3"		""	"L3552"	
"542.74768"	"0.00009"	"542.747604"	"0.000018"	"31"	""		"22163.13360"	"40582.7840"	""	"*"	"4"	""	""	"5"		""	"L5951"	
"542.76207"	"0.00005"	"542.762081"	"0.000006"	"120"	""		"13297.43316"	"31716.59227"	"6d3.(2G).7s"	"3G"	"4"	""	"*"	"5"		""	"L5951"	
"542.77679"	"0.00009"	"542.776794"	"0.000018"	"35"	""		"21143.42198"	"39562.0818"	"6d3.(2H).7s"	"1H"	"5"	""	"*"	"4"		""	"L5951"	
"542.79061"	"0.00009"	"542.790866"	"0.000012"	"28"	""		"19948.395175"	"38366.5775"	"6d2.7s.7p"	"5F*"	"4"	"6d4"	""	"4"		""	"L5951"	
"542.8069"	"0.0003"	"542.807196"	"0.000015"	"57"	""		"19532.41646"	"37950.0447"	"6d3.(2F).7s"	"3F"	"4"	""	"*"	"4"		""	"L3552"	
"542.91048"	"0.00004"	"542.910487"	"0.000012"	"210"	""		"17398.39526"	"35812.5195"	"6d3.(4F).7s"	""	"3"	""	"*"	"3"		""	"L5951"	
"543.0121"	"0.0003"	"543.012050"	"0.000024"	"17"	""		"21575.03713"	"39985.7173"	"6d3.(2P).7s"	""	"2"	""	"*"	"3"		""	"L3552"	
"543.0560"	"0.0003"	"543.054896"	"0.000004"	"16"	""		"11241.73043"	"29650.95804"	"5f.6d.7s2"	"3F*"	"3"	""	""	"2"		""	"L12239"	
"543.05978"	"0.00006"	"543.059810"	"0.000006"	"60"	""		"11877.839132"	"30286.90016"	"6d.7s2.7p"	"3D*"	"1"	""	""	"1"		""	"L5951"	
"543.08055"	"0.00009"	"543.080380"	"0.000003"	"26"	""		"10526.544406"	"28934.90819"	"5f.6d.7s2"	"3G*"	"3"	""	""	"3"		""	"L5951"	
"543.111180"	"0.000005"	"543.111183"	"0.000003"	"3100"	""		"6362.395980"	"24769.71573"	"6d3.(4F).7s"	"5F"	"2"	""	"*"	"3"		""	"L18702"	
"543.16054"	"0.00005"	"543.160542"	"0.000009"	"92"	""		"11802.93238"	"30208.5794"	"6d3.(4P).7s"	"5P"	"2"	""	"*"	"2"		""	"L5951"	
"543.2127"	"0.0003"	"543.212219"	"0.000015"	"11"	""		"19588.36224"	"37992.2583"	"6d2.7s.7p"	"5G*"	"5"	""	""	"4"		""	"L3552"	
"543.27377"	"0.00009"	"543.273992"	"0.000009"	"36"	""		"18809.88631"	"37211.6898"	"6d2.7s.7p"	"5G*"	"4"	""	""	"5"		""	"L5951"	
"543.27650"	"0.00005"	"543.276198"	"0.000012"	"92bl"	""		"15970.09583"	"34371.8246"	"6d3.(2D2).7s"	""	"3"	""	"*"	"2"		""	"L5951"	
"543.31292"	"0.00009"	"543.312984"	"0.000018"	"34"	""		"25336.49797"	"43736.9808"	""	"*"	"6"	""	""	"6 or 7"		""	"L5951"	
