obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"350.01031"	"0.00003"	"350.010319"	"0.000009"	"310"	""		"11241.73043"	"39804.1450"	"5f.6d.7s2"	"3F*"	"3"	""	""	"2"		""	"L5951"	
"350.03270"	"0.00005"	"350.032727"	"0.000005"	"78"	""		"7502.287636"	"36062.8738"	"6d3.(4F).7s"	"5F"	"3"	""	"*"	"4"		""	"L5951"	
"350.186646"	"0.000020"	"350.186650"	"0.000005"	"690"	""		"5563.141519"	"34111.1744"	"6d3.(4F).7s"	"5F"	"1"	""	"*"	"1"		""	"L5951"	
"350.21582"	"0.00005"	"350.215796"	"0.000015"	"64"	""		"15490.077832"	"44035.7349"	"5f.6d.7s2"	"3G*"	"5"	""	""	"4"		""	"L5951"	
"350.25140"	"0.00012"	"350.251371"	"0.000008"	"240"	""		"10414.13700"	"38956.8948"	"5f.6d.7s2"	"1G*"	"4"	""	""	"4"		""	"L3552"	
"350.27385"	"0.00004"	"350.273834"	"0.000005"	"170"	""		"7795.275291"	"36336.2027"	"5f.6d.7s2"	"3H*"	"4"	""	""	"3"		""	"L5951"	
"350.29635"	"0.00004"	"350.296354"	"0.000005"	"150"	""		"10414.13700"	"38953.2296"	"5f.6d.7s2"	"1G*"	"4"	""	""	"5"		""	"L5951"	
"350.30177"	"0.00005"	"350.301747"	"0.000009"	"52"	""		"10783.15535"	"39321.8086"	"6d.7s2.7p"	"3F*"	"2"	""	""	"3"		""	"L5951"	
"350.31291"	"0.00004"	"350.312963"	"0.000010"	"180"	""		"13175.113345"	"41712.8529"	"5f.6d.7s2"	"3G*"	"4"	""	""	"5"		""	"L5951"	
"350.378576"	"0.000017"	"350.378568"	"0.000005"	"1000"	""		"7280.123222"	"35812.5195"	"6d2.7s2"	""	"2"	""	"*"	"3"		""	"L5951"	
"350.38631"	"0.00012"	"350.386421"	"0.000008"	"180"	""		"8243.602091"	"36775.3589"	"5f.6d.7s2"	"3F*"	"2"	""	""	"3"		""	"L3552"	
"350.49921"	"0.00004"	"350.499156"	"0.000014"	"140"	""		"11877.839132"	"40400.4192"	"6d.7s2.7p"	"3D*"	"1"	""	""	"2"		""	"L5951"	
"350.57670"	"0.00012"	"350.576774"	"0.000009"	"360"	""		"6362.395980"	"34878.6613"	"6d3.(4F).7s"	"5F"	"2"	""	"*"	"1"		""	"L3552"	
"350.59340"	"0.00012"	"350.593438"	"0.000005"	"23"	""		"8111.004545"	"36625.9145"	"6d2.7s2"	"1G"	"4"	""	"*"	"5"		""	"L3552"	
"350.61326"	"0.00003"	"350.613261"	"0.000003"	"250"	""		"0.000000"	"28513.29787"	"6d2.7s2"	"3F"	"2"	""	"*"	"2"		""	"L5951"	
"350.63453"	"0.00005"	"350.634452"	"0.000009"	"79"	""		"13175.113345"	"41686.6880"	"5f.6d.7s2"	"3G*"	"4"	""	""	"3"		""	"L5951"	
"350.66456"	"0.00004"	"350.664549"	"0.000004"	"210"	""		"3687.987189"	"32197.1148"	"6d2.7s2"	""	"2"	""	"*"	"3"		""	"L5951"	
"350.71781"	"0.00004"	"350.717798"	"0.000017"	"97"	""		"14204.26476"	"42709.0640"	"6d3.(2G).7s"	""	"5"	""	"*"	"5"		""	"L5951"	
"350.75187"	"0.00004"	"350.751991"	"0.000004"	"150"	""		"7795.275291"	"36297.2958"	"5f.6d.7s2"	"3H*"	"4"	""	""	"4"		""	"L5951"	
"350.81011"	"0.00005"	"350.810115"	"0.000005"	"90"	""		"11197.031257"	"39694.3296"	"5f.6d.7s2"	"3H*"	"5"	"5f.6d2.7p "	"5I"	"5"		""	"L5951"	
"350.83592"	"0.00004"	"350.835970"	"0.000005"	"99"	""		"11601.03035"	"40096.2286"	"6d3.(4P).7s"	"5P"	"1"	""	"*"	"2"		""	"L5951"	
"350.908868"	"0.000022"	"350.908874"	"0.000005"	"470"	""		"6362.395980"	"34851.6743"	"6d3.(4F).7s"	"5F"	"2"	""	"*"	"2"		""	"L5951"	
"350.97840"	"0.00012"	"350.978396"	"0.000005"	"23"	""		"10526.544406"	"39010.1797"	"5f.6d.7s2"	"3G*"	"3"	""	""	"3"		""	"L3552"	
"351.115725"	"0.000012"	"351.115721"	"0.000004"	"2100"	""		"3687.987189"	"32160.4826"	"6d2.7s2"	""	"2"	""	"*"	"2"		""	"L5951"	
"351.17900"	"0.00005"	"351.178950"	"0.000011"	"90"	""		"13297.43316"	"41764.8023"	"6d3.(2G).7s"	"3G"	"4"	""	"*"	"5"		""	"L5951"	
"351.36820"	"0.00012"	"351.368239"	"0.000007"	"180"	""		"11802.93238"	"40254.9660"	"6d3.(4P).7s"	"5P"	"2"	""	"*"	"3"		""	"L3552"	
"351.42844"	"0.00003"	"351.428447"	"0.000011"	"250"	""		"15490.077832"	"43937.2371"	"5f.6d.7s2"	"3G*"	"5"	""	""	"6"		""	"L5951"	
"351.46267"	"0.00003"	"351.462693"	"0.000011"	"220"	""		"14206.91694"	"42651.3045"	"5f.6d.7s2"	"3F*"	"4"	""	""	"3"		""	"L5951"	
"351.53266"	"0.00004"	"351.532638"	"0.000011"	"120"	""		"11241.73043"	"39680.4585"	"5f.6d.7s2"	"3F*"	"3"	""	""	"2"		""	"L5951"	
"351.65301"	"0.00012"	"351.653134"	"0.000008"	"7"	""		"14206.91694"	"42635.9006"	"5f.6d.7s2"	"3F*"	"4"	""	""	"5"		""	"L3552"	
"351.81984"	"0.00005"	"351.819775"	"0.000005"	"63"	""		"7795.275291"	"36210.7938"	"5f.6d.7s2"	"3H*"	"4"	""	""	"5"		""	"L5951"	
"351.840380"	"0.000010"	"351.840375"	"0.000003"	"4200"	""		"2869.259165"	"31283.11407"	"6d2.7s2"	"3F"	"3"	""	"*"	"3"		""	"L5951"	
"351.888555"	"0.000022"	"351.888524"	"0.000009"	"510"	""		"8243.602091"	"36653.5692"	"5f.6d.7s2"	"3F*"	"2"	""	""	"2"		""	"L5951"	
"352.02770"	"0.00012"	"352.027827"	"0.000008"	"35"	""		"7280.123222"	"35678.8484"	"6d2.7s2"	""	"2"	""	"*"	"1"		""	"L3552"	
"352.04531"	"0.00012"	"352.045476"	"0.000010"	"11"	""		"14226.82045"	"42624.1219"	"6d3.(2P).7s"	""	"0"	""	"*"	"1"		""	"L3552"	
"352.105927"	"0.000015"	"352.105916"	"0.000005"	"1500"	""		"3687.987189"	"32080.4143"	"6d2.7s2"	""	"2"	""	"*"	"1"		""	"L5951"	
"352.11410"	"0.00012"	"352.114192"	"0.000009"	"240"	""		"10783.15535"	"39174.9152"	"6d.7s2.7p"	"3F*"	"2"	""	""	"3"		""	"L3552"	
"352.21546"	"0.00005"	"352.215501"	"0.000009"	"53"	""		"7502.287636"	"35885.8813"	"6d3.(4F).7s"	"5F"	"3"	""	"*"	"2"		""	"L5951"	
"352.22639"	"0.00005"	"352.226336"	"0.000011"	"88"	""		"13175.113345"	"41557.8339"	"5f.6d.7s2"	"3G*"	"4"	""	""	"3"		""	"L5951"	
"352.350593"	"0.000015"	"352.350604"	"0.000003"	"1300"	""		"0.000000"	"28372.71076"	"6d2.7s2"	"3F"	"2"	""	"*"	"1"		""	"L5951"	
"352.375833"	"0.000022"	"352.375823"	"0.000004"	"460"	""		"2558.056752"	"30928.7370"	"6d2.7s2"	"3P"	"0"	""	"*"	"1"		""	"L5951"	
"352.41785"	"0.00004"	"352.417864"	"0.000015"	"190"	""		"15490.077832"	"43857.3737"	"5f.6d.7s2"	"3G*"	"5"	""	""	"5"		""	"L5951"	
"352.47089"	"0.00003"	"352.470879"	"0.000008"	"250"	""		"6362.395980"	"34725.4253"	"6d3.(4F).7s"	"5F"	"2"	""	"*"	"3"		""	"L5951"	
"352.51711"	"0.00012"	"352.517178"	"0.000007"	"19"	""		"8800.249723"	"37159.5540"	"6d3.(4F).7s"	"5F"	"4"	""	"*"	"3"		""	"L3552"	
"352.60290"	"0.00012"	"352.602892"	"0.000019"	"360"	""		"12847.96912"	"41200.3797"	"6d3.(4P).7s"	"5P"	"3"	""	"*"	"2"		""	"L3552"	
"352.663397"	"0.000014"	"352.663387"	"0.000003"	"1600"	""		"0.000000"	"28347.54723"	"6d2.7s2"	"3F"	"2"	""	"*"	"2"		""	"L5951"	
"352.67647"	"0.00003"	"352.676471"	"0.000008"	"290"	""		"10414.13700"	"38760.6326"	"5f.6d.7s2"	"1G*"	"4"	""	""	"4"		""	"L5951"	
"352.732215"	"0.000024"	"352.732211"	"0.000005"	"420"	""		"6362.395980"	"34704.4123"	"6d3.(4F).7s"	"5F"	"2"	""	"*"	"3"		""	"L5951"	
"352.74340"	"0.00012"	"352.743062"	"0.000008"	"9"	""		"13945.307389"	"42286.4519"	"6d.7s2.7p"	"3F*"	"3"	""	""	"3"		""	"L3552"	
"352.77939"	"0.00004"	"352.779384"	"0.000004"	"160"	""		"7795.275291"	"36133.5019"	"5f.6d.7s2"	"3H*"	"4"	""	""	"5"		""	"L5951"	
"352.841143"	"0.000020"	"352.841142"	"0.000005"	"670"	""		"4961.658832"	"33294.9255"	"6d2.7s2"	"3F"	"4"	""	"*"	"3"		""	"L5951"	
"352.90496"	"0.00004"	"352.904950"	"0.000004"	"120"	""		"11197.031257"	"39525.1752"	"5f.6d.7s2"	"3H*"	"5"	""	""	"5"		""	"L5951"	
"352.938574"	"0.000021"	"352.938596"	"0.000003"	"610"	""		"2869.259165"	"31194.70265"	"6d2.7s2"	"3F"	"3"	"5f.6d3"	"5I*"	"4"		""	"L5951"	
"352.96708"	"0.00004"	"352.967067"	"0.000007"	"170"	""		"11197.031257"	"39520.1900"	"5f.6d.7s2"	"3H*"	"5"	""	""	"4"		""	"L5951"	
"353.00300"	"0.00012"	"353.003049"	"0.000008"	"120"	""		"10414.13700"	"38734.4088"	"5f.6d.7s2"	"1G*"	"4"	""	""	"3"		""	"L3552"	
"353.051455"	"0.000014"	"353.051451"	"0.000008"	"1900"	""		"8111.004545"	"36427.3939"	"6d2.7s2"	"1G"	"4"	""	"*"	"3"		""	"L5951"	
"353.07555"	"0.00004"	"353.075585"	"0.000007"	"99"	""		"13088.56115"	"41403.0150"	"6d3.(2G).7s"	"3G"	"3"	""	"*"	"2"		""	"L5951"	
"353.12826"	"0.00004"	"353.128242"	"0.000005"	"160"	""		"7502.287636"	"35812.5195"	"6d3.(4F).7s"	"5F"	"3"	""	"*"	"3"		""	"L5951"	
"353.145033"	"0.000014"	"353.145024"	"0.000004"	"1900"	""		"4961.658832"	"33270.5454"	"6d2.7s2"	"3F"	"4"	""	"*"	"4"		""	"L5951"	
"353.31824"	"0.00003"	"353.318234"	"0.000004"	"220"	""		"3865.473772"	"32160.4826"	"6d2.7s2"	"3P"	"1"	""	"*"	"2"		""	"L5951"	
"353.33960"	"0.00012"	"353.339621"	"0.000005"	"93"	""		"11802.93238"	"40096.2286"	"6d3.(4P).7s"	"5P"	"2"	""	"*"	"2"		""	"L3552"	
"353.42104"	"0.00004"	"353.420997"	"0.000007"	"110"	""		"11601.03035"	"39887.8122"	"6d3.(4P).7s"	"5P"	"1"	""	"*"	"2"		""	"L5951"	
"353.46407"	"0.00004"	"353.464078"	"0.000011"	"160"	""		"13945.307389"	"42228.6417"	"6d.7s2.7p"	"3F*"	"3"	""	""	"4"		""	"L5951"	
"353.49160"	"0.00012"	"353.491700"	"0.000009"	"34"	""		"10526.544406"	"38807.6687"	"5f.6d.7s2"	"3G*"	"3"	""	""	"2"		""	"L3552"	
"353.52159"	"0.00005"	"353.521559"	"0.000008"	"76"	""		"14481.86965"	"42760.6053"	"5f.6d.7s2"	"3H*"	"6"	""	""	"5"		""	"L5951"	
"353.52493"	"0.00003"	"353.525011"	"0.000007"	"270"	""		"11241.73043"	"39520.1900"	"5f.6d.7s2"	"3F*"	"3"	""	""	"4"		""	"L5951"	
"353.59909"	"0.00005"	"353.598997"	"0.000008"	"68"	""		"13088.56115"	"41361.1040"	"6d3.(2G).7s"	"3G"	"3"	""	"*"	"4"		""	"L5951"	
"353.601056"	"0.000021"	"353.601059"	"0.000007"	"590"	""		"8243.602091"	"36515.9800"	"5f.6d.7s2"	"3F*"	"2"	""	""	"3"		""	"L5951"	
"353.69765"	"0.00005"	"353.697621"	"0.000010"	"84"	""		"11241.73043"	"39506.3900"	"5f.6d.7s2"	"3F*"	"3"	""	""	"3"		""	"L5951"	
"353.82641"	"0.00013"	"353.826476"	"0.000008"	"34"	""		"14032.085336"	"42286.4519"	"6d.7s2.7p"	"3D*"	"2"	""	""	"3"		""	"L3552"	
"353.84150"	"0.00013"	"353.841522"	"0.000007"	"6"	""		"7280.123222"	"35533.2884"	"6d2.7s2"	""	"2"	""	"*"	"2"		""	"L3552"	
"353.983986"	"0.000021"	"353.983996"	"0.000005"	"550"	""		"8243.602091"	"36485.3961"	"5f.6d.7s2"	"3F*"	"2"	""	""	"2"		""	"L5951"	
"353.99510"	"0.00013"	"353.995269"	"0.000007"	"18"	""		"8800.249723"	"37041.1444"	"6d3.(4F).7s"	"5F"	"4"	""	"*"	"4"		""	"L3552"	
"354.05394"	"0.00005"	"354.053892"	"0.000013"	"68"	""		"12114.36618"	"40350.5849"	"5f.6d.7s2"	"1D*"	"2"	""	""	"3"		""	"L5951"	
"354.08070"	"0.00013"	"354.080610"	"0.000008"	"4"	""		"10526.544406"	"38760.6326"	"5f.6d.7s2"	"3G*"	"3"	""	""	"4"		""	"L3552"	
"354.14930"	"0.00013"	"354.149321"	"0.000007"	"340"	""		"6362.395980"	"34591.0064"	"6d3.(4F).7s"	"5F"	"2"	""	"*"	"1"		""	"L3552"	
"354.16920"	"0.00013"	"354.169221"	"0.000005"	"91"	""		"10783.15535"	"39010.1797"	"6d.7s2.7p"	"3F*"	"2"	""	""	"3"		""	"L3552"	
"354.249767"	"0.000018"	"354.249760"	"0.000005"	"930"	""		"6362.395980"	"34583.0031"	"6d3.(4F).7s"	"5F"	"2"	""	"*"	"3"		""	"L5951"	
"354.30227"	"0.00005"	"354.302306"	"0.000010"	"73"	""		"14206.91694"	"42423.3388"	"5f.6d.7s2"	"3F*"	"4"	""	""	"4"		""	"L5951"	
"354.32080"	"0.00013"	"354.320908"	"0.000005"	"340"	""		"3865.473772"	"32080.4143"	"6d2.7s2"	"3P"	"1"	""	"*"	"1"		""	"L3552"	
"354.401774"	"0.000013"	"354.401753"	"0.000007"	"2100"	""		"8800.249723"	"37008.7542"	"6d3.(4F).7s"	"5F"	"4"	""	"*"	"5"		""	"L5951"	
"354.40974"	"0.00005"	"354.409795"	"0.000008"	"62"	""		"10526.544406"	"38734.4088"	"5f.6d.7s2"	"3G*"	"3"	""	""	"3"		""	"L5951"	
"354.42503"	"0.00004"	"354.425065"	"0.000007"	"170"	""		"2869.259165"	"31075.9083"	"6d2.7s2"	"3F"	"3"	""	"*"	"2"		""	"L5951"	
"354.595818"	"0.000019"	"354.595838"	"0.000005"	"750"	""		"12847.96912"	"41041.0343"	"6d3.(4P).7s"	"5P"	"3"	""	"*"	"4"		""	"L5951"	
"354.68082"	"0.00005"	"354.680895"	"0.000010"	"73"	""		"13175.113345"	"41361.4177"	"5f.6d.7s2"	"3G*"	"4"	"5f.6d2.7p "	"5H"	"3"		""	"L5951"	
"354.72521"	"0.00004"	"354.725188"	"0.000009"	"160"	""		"11802.93238"	"39985.7173"	"6d3.(4P).7s"	"5P"	"2"	""	"*"	"3"		""	"L5951"	
"354.733745"	"0.000014"	"354.733743"	"0.000004"	"1600"	""		"3687.987189"	"31870.0925"	"6d2.7s2"	""	"2"	""	"*"	"2"		""	"L5951"	
"354.73586"	"0.00004"	"354.735933"	"0.000007"	"130"	""		"7280.123222"	"35462.0545"	"6d2.7s2"	""	"2"	""	"*"	"3"		""	"L5951"	
"354.74694"	"0.00004"	"354.746939"	"0.000007"	"97"	""		"13175.113345"	"41356.1703"	"5f.6d.7s2"	"3G*"	"4"	""	""	"5"		""	"L5951"	
"354.791727"	"0.000024"	"354.791736"	"0.000010"	"460"	""		"10783.15535"	"38960.6542"	"6d.7s2.7p"	"3F*"	"2"	""	""	"2"		""	"L5951"	
"354.86646"	"0.00004"	"354.866462"	"0.000007"	"200"	""		"5563.141519"	"33734.7071"	"6d3.(4F).7s"	"5F"	"1"	""	"*"	"2"		""	"L5951"	
"354.93960"	"0.00013"	"354.939662"	"0.000005"	"110"	""		"2558.056752"	"30723.8126"	"6d2.7s2"	"3P"	"0"	""	"*"	"1"		""	"L3552"	
"354.959572"	"0.000011"	"354.959549"	"0.000005"	"2700"	""		"8111.004545"	"36275.1824"	"6d2.7s2"	"1G"	"4"	""	"*"	"5"		""	"L5951"	
"355.071823"	"0.000020"	"355.071815"	"0.000007"	"680"	""		"5563.141519"	"33718.4147"	"6d3.(4F).7s"	"5F"	"1"	""	"*"	"2"		""	"L5951"	
"355.07845"	"0.00003"	"355.078460"	"0.000005"	"300"	""		"11197.031257"	"39351.7776"	"5f.6d.7s2"	"3H*"	"5"	""	""	"5"		""	"L5951"	
"355.08780"	"0.00013"	"355.087482"	"0.000008"	"680"	""		"14481.86965"	"42635.9006"	"5f.6d.7s2"	"3H*"	"6"	""	""	"5"		""	"L3552"	
"355.12706"	"0.00005"	"355.127144"	"0.000012"	"81"	""		"13945.307389"	"42096.1941"	"6d.7s2.7p"	"3F*"	"3"	""	""	"3"		""	"L5951"	
"355.140170"	"0.000010"	"355.140169"	"0.000003"	"3800"	""		"2869.259165"	"31019.11347"	"6d2.7s2"	"3F"	"3"	""	"*"	"4"		""	"L5951"	
"355.19841"	"0.00013"	"355.198418"	"0.000007"	"44"	""		"9804.806547"	"37950.0447"	"6d3.(4F).7s"	"5F"	"5"	""	"*"	"4"		""	"L3552"	
"355.501330"	"0.000011"	"355.501330"	"0.000003"	"2800"	""		"2869.259165"	"30990.51628"	"6d2.7s2"	"3F"	"3"	""	"*"	"3"		""	"L5951"	
"355.570441"	"0.000019"	"355.570434"	"0.000008"	"830"	""		"10414.13700"	"38529.9290"	"5f.6d.7s2"	"1G*"	"4"	""	""	"3"		""	"L5951"	
"355.62060"	"0.00013"	"355.620693"	"0.000019"	"17"	""		"13088.56115"	"41200.3797"	"6d3.(2G).7s"	"3G"	"3"	""	"*"	"2"		""	"L3552"	
"355.78180"	"0.00013"	"355.781842"	"0.000005"	"330"	""		"5563.141519"	"33662.2274"	"6d3.(4F).7s"	"5F"	"1"	""	"*"	"1"		""	"L3552"	
"355.85991"	"0.00013"	"355.860528"	"0.000004"	"17"	""		"3687.987189"	"31780.86008"	"6d2.7s2"	""	"2"	""	"*"	"3"		""	"L3552"	
"355.86381"	"0.00013"	"355.863977"	"0.000005"	"220"	""		"8243.602091"	"36336.2027"	"5f.6d.7s2"	"3F*"	"2"	""	""	"3"		""	"L3552"	
"355.93755"	"0.00004"	"355.937544"	"0.000007"	"150*"	""		"11197.031257"	"39283.8257"	"5f.6d.7s2"	"3H*"	"5"	""	""	"4"		""	"L5951"	
"355.93755"	"0.00004"	"355.937604"	"0.000013"	"150*"	""		"11877.839132"	"39964.6289"	"6d.7s2.7p"	"3D*"	"1"	""	""	"2"		""	"L5951"	
"356.002521"	"0.000015"	"356.002522"	"0.000004"	"1300"	""		"4961.658832"	"33043.3270"	"6d2.7s2"	"3F"	"4"	""	"*"	"3"		""	"L5951"	
"356.02261"	"0.00013"	"356.022681"	"0.000009"	"88"	""		"11241.73043"	"39321.8086"	"5f.6d.7s2"	"3F*"	"3"	""	""	"3"		""	"L3552"	
"356.02950"	"0.00013"	"356.029569"	"0.000008"	"44"	""		"14206.91694"	"42286.4519"	"5f.6d.7s2"	"3F*"	"4"	""	""	"3"		""	"L3552"	
"356.06875"	"0.00004"	"356.068756"	"0.000007"	"160"	""		"10526.544406"	"38602.9891"	"5f.6d.7s2"	"3G*"	"3"	""	""	"2"		""	"L5951"	
"356.08987"	"0.00004"	"356.08988"	"0.00003"	"210"	""		"17959.89498"	"46034.6739"	"6d3.(4F).7s"	"3F"	"4"	""	"*"	"5"		""	"L5951"	
"356.14078"	"0.00004"	"356.140729"	"0.000012"	"130"	""		"12114.36618"	"40185.1371"	"5f.6d.7s2"	"1D*"	"2"	""	""	"2"		""	"L5951"	
"356.178067"	"0.000016"	"356.178067"	"0.000005"	"1300"	""		"6362.395980"	"34430.2243"	"6d3.(4F).7s"	"5F"	"2"	""	"*"	"3"		""	"L5951"	
"356.18791"	"0.00013"	"356.188134"	"0.000008"	"88"	""		"8111.004545"	"36178.0396"	"6d2.7s2"	"1G"	"4"	""	"*"	"4"		""	"L3552"	
"356.22520"	"0.00005"	"356.225275"	"0.000012"	"73"	""		"14032.085336"	"42096.1941"	"6d.7s2.7p"	"3D*"	"2"	""	""	"3"		""	"L5951"	
"356.25994"	"0.00005"	"356.259893"	"0.000010"	"72"	""		"14204.26476"	"42265.6466"	"6d3.(2G).7s"	""	"5"	""	"*"	"4"		""	"L5951"	
"356.33001"	"0.00004"	"356.330018"	"0.000010"	"190"	""		"13175.113345"	"41230.9729"	"5f.6d.7s2"	"3G*"	"4"	""	""	"4"		""	"L5951"	
"356.337538"	"0.000020"	"356.337526"	"0.000007"	"650"	""		"11197.031257"	"39252.2997"	"5f.6d.7s2"	"3H*"	"5"	""	""	"5"		""	"L5951"	
"356.42353"	"0.00003"	"356.423542"	"0.000007"	"220"	""		"7280.123222"	"35328.6213"	"6d2.7s2"	""	"2"	""	"*"	"1"		""	"L5951"	
"356.45076"	"0.00005"	"356.450848"	"0.000012"	"57"	""		"13088.56115"	"41134.9106"	"6d3.(2G).7s"	"3G"	"3"	""	"*"	"4"		""	"L5951"	
"356.50490"	"0.00013"	"356.504926"	"0.000007"	"93"	""		"11241.73043"	"39283.8257"	"5f.6d.7s2"	"3F*"	"3"	""	""	"4"		""	"L3552"	
"356.51178"	"0.00003"	"356.511759"	"0.000010"	"260"	""		"13945.307389"	"41986.8652"	"6d.7s2.7p"	"3F*"	"3"	""	""	"4"		""	"L5951"	
"356.54324"	"0.00005"	"356.543265"	"0.000009"	"93"	""		"11601.03035"	"39640.1103"	"6d3.(4P).7s"	"5P"	"1"	""	"*"	"2"		""	"L5951"	
"356.56040"	"0.00003"	"356.560405"	"0.000005"	"250"	""		"8800.249723"	"36837.9819"	"6d3.(4F).7s"	"5F"	"4"	""	"*"	"5"		""	"L5951"	
"356.58221"	"0.00013"	"356.582261"	"0.000007"	"700"	""		"7795.275291"	"35831.2890"	"5f.6d.7s2"	"3H*"	"4"	""	""	"3"		""	"L3552"	
"356.64590"	"0.00013"	"356.646032"	"0.000007"	"46"	""		"7502.287636"	"35533.2884"	"6d3.(4F).7s"	"5F"	"3"	""	"*"	"2"		""	"L3552"	
"356.726360"	"0.000008"	"356.726377"	"0.000003"	"9700"	""		"0.000000"	"28024.68756"	"6d2.7s2"	"3F"	"2"	""	"*"	"1"		""	"L5951"	
"356.76409"	"0.00004"	"356.764096"	"0.000012"	"150"	""		"14206.91694"	"42228.6417"	"5f.6d.7s2"	"3F*"	"4"	""	""	"4"		""	"L5951"	
"356.76720"	"0.00013"	"356.767294"	"0.000012"	"480"	""		"8111.004545"	"36132.4781"	"6d2.7s2"	"1G"	"4"	""	"*"	"5"		""	"L3552"	
"356.92070"	"0.00013"	"356.920720"	"0.000006"	"180"	""		"6362.395980"	"34371.8246"	"6d3.(4F).7s"	"5F"	"2"	""	"*"	"2"		""	"L3552"	
"356.982025"	"0.000011"	"356.982024"	"0.000004"	"2700"	""		"3865.473772"	"31870.0925"	"6d2.7s2"	"3P"	"1"	""	"*"	"2"		""	"L5951"	
"356.99776"	"0.00004"	"356.997757"	"0.000008"	"98"	""		"10526.544406"	"38529.9290"	"5f.6d.7s2"	"3G*"	"3"	""	""	"3"		""	"L5951"	
"357.035749"	"0.000024"	"357.035746"	"0.000006"	"440"	""		"8800.249723"	"36800.6548"	"6d3.(4F).7s"	"5F"	"4"	""	"*"	"4"		""	"L5951"	
"357.05238"	"0.00003"	"357.052369"	"0.000004"	"280"	""		"7795.275291"	"35794.3768"	"5f.6d.7s2"	"3H*"	"4"	"6d4"	"3F1"	"4"		""	"L5951"	
"357.10091"	"0.00004"	"357.100988"	"0.000017"	"140"	""		"14032.085336"	"42027.3749"	"6d.7s2.7p"	"3D*"	"2"	"6d4"	"1D"	"2"		""	"L5951"	
"357.20670"	"0.00004"	"357.206678"	"0.000015"	"170"	""		"15490.077832"	"43477.0844"	"5f.6d.7s2"	"3G*"	"5"	""	""	"5"		""	"L5951"	
"357.50292"	"0.00005"	"357.502886"	"0.000006"	"63"	""		"11197.031257"	"39160.8499"	"5f.6d.7s2"	"3H*"	"5"	""	""	"6"		""	"L5951"	
"357.512607"	"0.000019"	"357.512621"	"0.000007"	"800"	""		"8111.004545"	"36074.0618"	"6d2.7s2"	"1G"	"4"	""	"*"	"3"		""	"L5951"	
"357.530157"	"0.000022"	"357.530133"	"0.000006"	"610"	""		"6362.395980"	"34324.0836"	"6d3.(4F).7s"	"5F"	"2"	""	"*"	"2"		""	"L5951"	
"357.54281"	"0.00005"	"357.542820"	"0.000006"	"91"	""		"7280.123222"	"35240.8187"	"6d2.7s2"	""	"2"	""	"*"	"3"		""	"L5951"	
"357.55469"	"0.00004"	"357.554695"	"0.000007"	"130"	""		"7502.287636"	"35462.0545"	"6d3.(4F).7s"	"5F"	"3"	""	"*"	"3"		""	"L5951"	
"357.655724"	"0.000013"	"357.655722"	"0.000006"	"2400"	""		"8111.004545"	"36062.8738"	"6d2.7s2"	"1G"	"4"	""	"*"	"4"		""	"L5951"	
"357.66361"	"0.00003"	"357.663602"	"0.000008"	"290"	""		"10783.15535"	"38734.4088"	"6d.7s2.7p"	"3F*"	"2"	""	""	"3"		""	"L5951"	
"357.75991"	"0.00004"	"357.759919"	"0.000004"	"170"	""		"2869.259165"	"30812.9877"	"6d2.7s2"	"3F"	"3"	""	"*"	"2"		""	"L5951"	
"357.77491"	"0.00004"	"357.774879"	"0.000017"	"120"	""		"13088.56115"	"41031.1213"	"6d3.(2G).7s"	"3G"	"3"	""	"*"	"2"		""	"L5951"	
"357.894955"	"0.000024"	"357.894965"	"0.000009"	"450"	""		"11241.73043"	"39174.9152"	"5f.6d.7s2"	"3F*"	"3"	""	""	"3"		""	"L5951"	
"357.954626"	"0.000024"	"357.954613"	"0.000007"	"430"	""		"12847.96912"	"40776.4993"	"6d3.(4P).7s"	"5P"	"3"	""	"*"	"4"		""	"L5951"	
"357.96822"	"0.00004"	"357.968198"	"0.000009"	"93"	""		"10783.15535"	"38710.6257"	"6d.7s2.7p"	"3F*"	"2"	""	""	"1"		""	"L5951"	
"358.01865"	"0.00005"	"358.018692"	"0.000012"	"64"	""		"15166.900593"	"43090.4322"	"6d2.7s.7p"	"5G*"	"3"	""	""	"4"		""	"L5951"	
"358.09910"	"0.00005"	"358.099109"	"0.000007"	"69"	""		"10526.544406"	"38443.8055"	"5f.6d.7s2"	"3G*"	"3"	""	""	"3"		""	"L5951"	
"358.13574"	"0.00003"	"358.135703"	"0.000012"	"210"	""		"14481.86965"	"42396.2783"	"5f.6d.7s2"	"3H*"	"6"	""	""	"5"		""	"L5951"	
"358.13974"	"0.00004"	"358.139852"	"0.000014"	"110"	""		"15490.077832"	"43404.1631"	"5f.6d.7s2"	"3G*"	"5"	""	""	"4"		""	"L5951"	
"358.175775"	"0.000022"	"358.175779"	"0.000006"	"590"	""		"3687.987189"	"31599.2726"	"6d2.7s2"	""	"2"	""	"*"	"2"		""	"L5951"	
"358.18441"	"0.00004"	"358.184385"	"0.000008"	"120"	""		"12114.36618"	"40024.9810"	"5f.6d.7s2"	"1D*"	"2"	""	""	"2"		""	"L5951"	
